Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Hebei YongYang Special Steel Group Co Ltd,1,1,1610.0,0.0,1,1,China,Asia Pacific,33.0,1,364664534.1041899,105774755639.35507,105774755639.35507,1.0,0.7453416149068323,36.786851,114.37613200000001,Hebei Yongyang Special Steel Group Co Ltd,36.786851,114.376132,2.26589516539562e-12,2.26589516539562e-12
Jianglong Acheng Iron & Steel Co Ltd,1,1,1600.0,0.0,1,1,China,Asia Pacific,25.0,1,3851213851.5239058,22150430318.140865,22150430318.140865,1.0,1.0,45.562002,126.968128,Jianglong Acheng Iron and Steel Co Ltd,45.562002,126.968128,0.0,0.0
West Alborz Steel Co,1,1,1600.0,0.0,1,1,Iran,Middle East,21.0,0,,,,0.0,0.0,36.119574,49.306253000000005,West Alborz Ana Steel Zanjan plant,36.119574,49.306253,5.713682810471618e-13,5.713682810471618e-13
Abinski Elektrometallurgicheski Zavod LLC,1,1,1600.0,0.0,1,1,Russia,Eurasia,12.0,0,,,,0.0,0.0,44.88193799999999,38.12751,Abinsk Electric Steel Works,44.881938,38.12751,7.073240659849489e-13,7.073240659849489e-13
North American Stainless Inc,1,1,1600.0,0.0,1,1,United States,North America,36.0,0,,,,0.0,0.0,38.725418,-85.076015,North American Stainless Ghent steel plant,38.725418,-85.076015,0.0,0.0
Guangxi Deyuan Metallurgy Co Ltd,2,1,1600.0,1600.0,1,1,China,Asia Pacific,36.0,2,271821385.1967023,2050654951.2266204,3308487119.423714,1.0,0.0,22.712996,109.33725,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),22.712996,109.33725,47.54394329250853,0.0
Sanyo Special Steel Co Ltd,1,1,1596.0,0.0,1,1,Japan,Asia Pacific,91.0,1,12333371034.581137,143476292065.9075,143476292065.9075,1.0,0.0,34.788074,134.672046,Nippon Sanyo Special Steel,34.788074,134.672046,0.0,0.0
Jiangsu HONGTAI Metals Ware Co Ltd,1,1,1576.0,0.0,1,1,China,Asia Pacific,25.68,1,3200493895.461697,126766002274.87663,126766002274.87663,1.0,0.0,32.138393,119.554693,Jiangsu Hongtai Iron and Steel Co Ltd,32.138393,119.554693,0.0,0.0
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,1,1,1575.0,0.0,1,1,China,Asia Pacific,26.0,1,1570133414.6514165,32209850622.246307,32209850622.24631,1.0,0.0,36.664097,114.11526299999998,Hebei Xinwuan Iron and Steel Group Xinhui Metallurgy Co Ltd,36.664097,114.115263,1.1347599622788e-12,1.1347599622788e-12
Voestalpine Stahl Donawitz GmbH,1,1,1570.0,1700.0,1,1,Austria,Europe,148.0,0,,,,0.0,1.0,47.380455,15.065182000000002,Voestalpine Stahl Donawitz steel plant,47.380455,15.065182,2.3947412242048855e-13,2.3947412242048855e-13
Infrabuild Australia Pty Ltd,2,2,1530.0,0.0,1,1,Australia,Asia Pacific,39.0,0,,,,0.0,0.0,-35.87664148203429,147.83717020740806,GFG Liberty Laverton Steel Mill,-37.831379,144.788169,361.5002960144203,347.58235011116346
Shanxi Changxin Industry Co Ltd,1,1,1520.0,1475.0,1,1,China,Asia Pacific,37.0,1,2719454994.077153,57194942525.12237,57194942525.12237,1.0,1.0,36.326589,113.11718100000002,Shanxi Changxin Industrial Co Ltd,36.326589,113.117181,1.139716165782187e-12,1.139716165782187e-12
AM/NS Calvert LLC,1,1,1500.0,1500.0,1,1,United States,North America,1.0,0,,,,0.0,0.0,31.148445999999996,-87.990521,ArcelorMittal Calvert steel plant,31.148446,-87.990521,7.073240659849489e-13,7.073240659849489e-13
Zarand Iranian Steel Co,1,1,1500.0,1000.0,1,1,Iran,Middle East,6.0,0,,,,0.0,1.0,30.749632999999996,56.66750960000001,Zarand Iranian Steel Company Kerman plant,30.749633,56.6675096,9.326450726125852e-13,9.326450726125852e-13
Danyang Longjiang Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,22.59,1,5805245295.940704,102713030996.41043,102713030996.41043,1.0,1.0,32.027791,119.57705999999999,Danyang Longjiang Steel Co Ltd,32.027791,119.57706,0.0,0.0
Acciaierie Bertoli Safau SpA,1,1,1500.0,730.0,1,1,Italy,Europe,213.0,0,,,,0.0,0.0,46.008483000000005,13.255117,Danieli ABS Pozzuolo del Friuli steel plant,46.008483,13.255117,7.073240659849489e-13,7.073240659849489e-13
Kroman Celik Sanayii AS,1,1,1500.0,0.0,1,1,Türkiye,Europe,57.0,0,,,,0.0,0.0,40.801101,29.374114999999996,Kroman Steel Darica plant,40.801101,29.374115,0.0,0.0
Butia Iranian Steel Co,1,1,1500.0,0.0,1,1,Iran,Middle East,15.0,0,,,,0.0,0.0,30.491199999999992,56.821400000000004,Butia Iranian Steel Kerman plant,30.4912,56.8214,9.33705043038471e-13,9.33705043038471e-13
Chengdu Changfeng Steel Group Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,56.0,1,846260426.3465284,20216826188.210163,20216826188.210163,1.0,0.0,31.031921000000004,103.672956,Chengdu Changfeng Iron and Steel Group Co Ltd,31.031921,103.672956,0.0,0.0
Daido Steel Co Ltd,1,1,1500.0,0.0,1,1,Japan,Asia Pacific,64.0,1,27104407629.54368,1439619650330.7676,1439619650330.7676,1.0,0.0,35.016404,136.86474400000003,Daido Steel Chita plant (Tokai),35.016404,136.864744,2.3171591046419547e-12,2.3171591046419547e-12
Henan Fengbao SPECIAL Steel Co Ltd,1,1,1500.0,1150.0,1,1,China,Asia Pacific,25.0,1,1250100343.4634068,12382607196.784225,12382607196.784227,1.0,1.0,36.131666,113.872158,Henan Fengbao Special Steel Co Ltd,36.131666,113.872158,0.0,0.0
Qian'an Zhayi Steel Group Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,22.0,1,722897426.2393645,20922674707.457275,20922674707.457275,1.0,0.0,40.044026,118.552001,Qian an Zhayi Steel Group Co Ltd,40.044026,118.552001,0.0,0.0
Pomina Steel JSC,2,2,1500.0,0.0,1,1,Vietnam,Asia Pacific,20.5,0,,,,0.0,0.0,10.585217342626525,107.0420462414459,Pomina Steel 3 Phu My plant,10.577042,107.040324,1.8566892129197723,0.9283445966045943
Pasargad Steel Complex Co,1,1,1500.0,0.0,1,1,Iran,Middle East,13.0,0,,,,0.0,0.0,29.191019,52.84540500000001,Pasargad Steel Complex Fars,29.191019,52.845405,6.174928752009486e-13,6.174928752009486e-13
ESL Steel Ltd,1,1,1500.0,5500.0,1,1,India,Asia Pacific,20.0,1,1365011682.389793,43723661303.11369,43723661303.11369,1.0,1.0,23.632907000000003,86.293671,Electrosteel Bokaro steel plant,23.632907,86.293671,3.5366203299247443e-13,3.5366203299247443e-13
Longnan Fuxin Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,20.91,1,85055828.36295038,2043486888.1904335,2043486888.1904335,1.0,0.0,24.912904,114.844503,Longnan Fuxin Iron and Steel Co Ltd,24.912904,114.844503,0.0,0.0
G J Steel PCL,1,1,1500.0,0.0,1,1,Thailand,Asia Pacific,31.0,0,,,,0.0,0.0,13.054668,101.078842,Nippon Chonburi steel plant,13.054668,101.078842,0.0,0.0
Ningxia Xinghua Iron and Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,4.22,1,1044069289.8932406,7853591900.804573,7853591900.804573,1.0,1.0,39.309571,106.79093,Ningxia Xinghua Iron and Steel Co Ltd,39.309571,106.79093,0.0,0.0
JSW Steel USA Ohio Inc,1,1,1500.0,0.0,1,1,United States,North America,8.0,0,,,,0.0,0.0,40.31489100000001,-80.605553,JSW Steel USA Ohio plant,40.314891,-80.605553,7.073240659849489e-13,7.073240659849489e-13
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,16.0,1,607979569.3111423,17160960324.747437,17160960324.747438,1.0,0.0,23.518229000000005,111.235509,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,23.518229,111.235509,3.5366203299247443e-13,3.5366203299247443e-13
Jilin Jingang Lron and Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,47.0,1,7056524178.650425,23181462756.71462,23181462756.71462,1.0,1.0,43.20023,124.33569700000001,Jilin Jingang Iron and Steel Co Ltd,43.20023,124.335697,0.0,0.0
Jiangyin Huaxi Steel Co Ltd,1,1,1500.0,0.0,1,1,China,Asia Pacific,23.39,1,10086515908.61508,305294826329.78326,305294826329.78326,1.0,1.0,31.816481999999993,120.424347,Jiangyin Huaxi Iron and Steel Co Ltd,31.816482,120.424347,7.073240659849489e-13,7.073240659849489e-13
Gerdau Corsa SAPI de CV,2,2,1500.0,0.0,1,1,Mexico,North America,26.5,0,,,,0.0,0.0,19.712545621747747,-98.79119258832152,Gerdau Corsa Ciudad Sahagún steel plant,19.753326,-98.596483,41.75570028072426,20.87773803869056
Aichi Steel Corp,1,1,1495.0,0.0,1,1,Japan,Asia Pacific,83.0,1,110186877555.41345,1502462582382.9646,1502462582382.9646,1.0,0.0,35.044557999999995,136.900772,Aichi Steel Chita plant (Tokai),35.044558,136.900772,7.073240659849489e-13,7.073240659849489e-13
Torbat Heydarieh Steel Co,1,1,1450.0,0.0,1,1,Iran,Middle East,1.0,0,,,,0.0,0.0,35.594882,59.20598400000001,Torbat Heydarieh Khorasan Steel Complex,35.594882,59.205984,0.0,0.0
Arcelormittal Olaberria-Bergara SL,1,1,1450.0,0.0,1,1,Spain,Europe,34.0,0,,,,0.0,0.0,43.03829,-2.219625,ArcelorMittal Olaberria-Bergara (Olaberria) steel plant,43.03829,-2.219625,0.0,0.0
Acciai Speciali Terni SpA,1,1,1450.0,0.0,1,1,Italy,Europe,142.0,0,,,,0.0,0.0,42.564752,12.669360000000001,Finarvedi Acciai Speciali Terni steel plant,42.564752,12.66936,1.3023840568785862e-13,1.3023840568785862e-13
Jishan Mingfu Steel Products Co Ltd,1,1,1433.0,0.0,1,1,China,Asia Pacific,12.44,1,245177255.62792537,6320653808.552563,6320653808.552563,1.0,1.0,35.665945,111.025976,Jishan Mingfu Steel Products Co Ltd,35.665945,111.025976,0.0,0.0
UMK-Stal LLC,2,2,1420.0,0.0,1,1,Russia,Eurasia,71.0,0,,,,0.0,0.0,58.457150305393824,63.054534082416964,Nadezhdinski Metallurgical Plant,59.593854,60.591196,215.55476025114078,189.3149694979519
Yantai Walsin Stainless Steel Co Ltd,1,1,1400.0,0.0,1,1,China,Asia Pacific,18.92,1,18963550948.945488,84855701294.55832,84855701294.55832,1.0,0.0,37.548627,121.277488,Yantai Walsin Stainless Steel Co Ltd,37.548627,121.277488,0.0,0.0
Henan Xinjinhui Stainless Steel Industry Co Ltd,1,1,1400.0,2000.0,1,1,China,Asia Pacific,21.0,1,797364861.8664675,45358896847.879585,45358896847.879585,1.0,0.0,34.263509,113.853979,Henan Jinhui Industrial Group,34.263509,113.853979,0.0,0.0
Stomana Industry AD,1,1,1400.0,0.0,1,1,Bulgaria,Europe,68.0,0,,,,0.0,0.0,42.595629,23.093095,Stomana Industry Pernik steel plant,42.595629,23.093095,0.0,0.0
Shandong Luli Steel Co Ltd,1,1,1400.0,0.0,1,1,China,Asia Pacific,33.0,1,309288577.011094,35092020109.56995,35092020109.56995,1.0,1.0,36.970875,118.955444,Shandong Luli Steel Co Ltd,36.970875,118.955444,0.0,0.0
Lech Stahlwerke GmbH,1,1,1400.0,0.0,1,1,Germany,Europe,56.0,0,,,,0.0,0.0,48.51205100000001,10.855292,Lech Stahlwerke Meitingen steel plant,48.512051,10.855292,7.073240659849489e-13,7.073240659849489e-13
Heping Yueshen Steel Industrial Co Ltd,1,1,1400.0,0.0,1,1,China,Asia Pacific,15.0,1,922848789.0805657,1532221880.5019057,1532221880.5019057,1.0,0.0,24.497960000000003,114.93888,Heping Yueshen Steel Industry Co Ltd,24.49796,114.93888,3.5366203299247443e-13,3.5366203299247443e-13
Vyksunskiy Metallurgicheskiy Zavod AO,1,1,1400.0,0.0,1,1,Russia,Eurasia,268.99,0,,,,0.0,0.0,55.382815,42.188954,OMK Vyksa Casting and Rolling Complex,55.382815,42.188954,0.0,0.0
Yunnan Qujing Iron and Steel Group Co Ltd,1,1,1400.0,0.0,1,1,China,Asia Pacific,12.55,1,54580293.24053438,4352750659.950532,4352750659.950532,1.0,0.0,26.275341999999995,104.168311,Yunnan Qujing Iron and Steel Group Fenghuang Steel Co Ltd,26.275342,104.168311,3.5366203299247443e-13,3.5366203299247443e-13
Lvliang Jianlong Industrial Co Ltd,1,1,1400.0,1600.0,1,1,China,Asia Pacific,41.0,1,1570081181.240564,11016961277.147089,11016961277.147089,1.0,1.0,37.473110000000005,112.06093,Lvliang Jianlong Industrial Co Ltd,37.47311,112.06093,7.073240659849489e-13,7.073240659849489e-13
Khorasan Steel Complex Co,1,1,1400.0,0.0,1,1,Iran,Middle East,25.0,0,,,,0.0,0.0,36.3445,58.67875000000001,Khorasan Steel Complex,36.3445,58.67875,0.0,0.0
Southern Steel Bhd,1,1,1400.0,0.0,1,1,Malaysia,Asia Pacific,63.0,0,,,,0.0,0.0,5.399453000000001,100.382177,Southern Steel Prai Penang plant,5.399453,100.382177,8.841550824811861e-14,8.841550824811861e-14
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,1,1,1400.0,2000.0,1,1,Türkiye,Europe,24.0,0,,,,0.0,0.0,41.015222,27.959977999999996,Kaptan Ereglisi steel plant,41.015222,27.959978,2.66850472513518e-13,2.66850472513518e-13
Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,2,1,1400.0,1350.0,1,1,China,Asia Pacific,23.0,2,3553105312.443734,27746646097.323524,34265105010.563232,1.0,1.0,36.679431,114.169024,Hebei Xin Wuan Steel Group Wenan Iron and Steel Co Ltd,36.679431,114.169024,18.65362633298632,0.0
Guangxi Guigang Iron and Steel Group Co Ltd,1,1,1400.0,0.0,1,1,China,Asia Pacific,23.0,1,6503602261.824279,14448502391.134483,14448502391.134483,1.0,1.0,23.088181999999996,109.634638,Guangxi Guigang Iron and Steel Group Co Ltd,23.088182,109.634638,3.5366203299247443e-13,3.5366203299247443e-13
Abul Khair Steel Ltd,1,1,1400.0,0.0,1,1,Bangladesh,Asia Pacific,11.0,0,,,,0.0,0.0,22.47200799999999,91.734827,Abul Khair Steel Sitakunda plant,22.472008,91.734827,7.073240659849489e-13,7.073240659849489e-13
ESF Elbe-Stahlwerke Feralpi GmbH,1,1,1400.0,0.0,1,1,Germany,Europe,34.0,0,,,,0.0,0.0,51.312799999999996,13.280386000000002,ESF Elbe Stahlwerke Feralpi Riesa steel plant,51.3128,13.280386,7.159081912158456e-13,7.159081912158456e-13
Riva Acciaio SpA,2,2,1380.0,0.0,1,1,Italy,Europe,67.0,0,,,,0.0,0.0,45.073310030792975,8.555674057330936,Riva Acciaio Caronno Pertusella steel plant,45.598187,9.035447,90.18628532803977,69.37311963574345
Rungta Mines Ltd,5,4,1375.0,16094.0,1,1,India,Asia Pacific,5.0,5,307628533.1210734,3635461575.022246,3199565402.2732673,1.0,0.0,22.107842646007505,85.59675904168492,Rungta Mines Chaliyama steel plant,22.588359,85.905724,152.50981475392484,62.165244406518966
Grupo Acerero SA de CV,1,1,1375.0,0.0,1,1,Mexico,North America,22.0,0,,,,0.0,0.0,22.087328,-100.901902,Grupo Acerero steel plant,22.087328,-100.901902,0.0,0.0
Nippon Steel Stainless Steel Corp,2,2,1366.0,0.0,1,1,Japan,Asia Pacific,69.5,2,1369220846.7925227,13080305967.0957,13795236693.499422,1.0,0.0,34.024498100768405,131.83516148898414,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,34.059009,131.777221,11.387391086580651,6.57470383633827
Fujian Yixin Steel & Iron Co Ltd,1,1,1360.0,1150.0,1,1,China,Asia Pacific,20.0,1,136966250.464103,5593875427.628957,5593875427.628957,1.0,1.0,26.491308000000004,119.63624,Fujian Yixin Steel Co Ltd,26.491308,119.63624,3.5366203299247443e-13,3.5366203299247443e-13
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,42.0,1,188809636.46592227,21197313218.736515,21197313218.736515,1.0,1.0,36.640411,113.981172,Hebei Xin Wuan Steel Group Hongrong Iron and Steel Co Ltd,36.640411,113.981172,0.0,0.0
Sovel SA,1,1,1350.0,0.0,1,1,Greece,Europe,25.0,0,,,,0.0,0.0,39.169632,22.840216000000005,Sovel Almyros steel plant,39.169632,22.840216,2.7418687778221157e-13,2.7418687778221157e-13
Hebei Huaxin Special Steel Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,5.0,1,1439683054.8066726,91279583262.73257,91279583262.73257,1.0,1.0,36.530480000000004,114.245262,Hebei Huaxin Special Steel Co Ltd,36.53048,114.245262,7.073240659849489e-13,7.073240659849489e-13
Wulanhot Iron & Steel Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,26.64,1,3362380016.537606,6821890942.147777,6821890942.147777,1.0,1.0,46.055685000000004,122.06328199999999,Wulanhot Steel Co Ltd,46.055685,122.063282,7.073240659849489e-13,7.073240659849489e-13
Yunnan Desheng Steel Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,25.47,1,179784996.6136446,661664933.6198208,661664933.6198208,1.0,1.0,25.142516000000004,102.077727,Yunnan Desheng Iron and Steel Co Ltd,25.142516,102.077727,3.5366203299247443e-13,3.5366203299247443e-13
Inner Mongolia Desheng Metal Products Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,14.3,1,111523145.34028804,4238333561.2372184,4238333561.2372184,1.0,1.0,39.867014999999995,106.890377,Inner Mongolia Desheng Metal Products Co Ltd,39.867015,106.890377,7.073240659849489e-13,7.073240659849489e-13
Tongling Fuxin Iron & Steel Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,56.0,1,6386761084.181079,25135376136.461826,25135376136.461826,1.0,1.0,30.907561000000005,117.772866,Tongling Fuxin Iron and Steel Co Ltd,30.907561,117.772866,0.0,0.0
Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,15.87,1,14286152.175898882,571913381.0871459,571913381.0871459,1.0,1.0,40.427008,119.219855,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,40.427008,119.219855,0.0,0.0
Jiangsu Delong Nickel Industry Co Ltd,1,1,1350.0,0.0,1,1,China,Asia Pacific,15.55,1,890142435.6329616,4969373256.508393,4969373256.508393,1.0,0.0,34.44346900000001,119.81657399999999,Jiangsu Delong Nickel Industry Co Ltd,34.443469,119.816574,7.073240659849489e-13,7.073240659849489e-13
Tata Steel (Thailand) PCL,2,2,1350.0,0.0,1,1,Thailand,Asia Pacific,37.5,0,,,,0.0,0.0,12.899697102190954,101.112323733144,Tata Steel Chonburi steel plant,13.052398,101.086795,25.023212385363394,17.203435189535682
Xinjiang KingTec Steel Co Ltd,1,1,1334.0,0.0,1,1,China,Asia Pacific,22.28,1,93932.5409826021,6606673.245409168,6606673.245409167,1.0,1.0,42.67419199999999,86.280156,Xinjiang Kingtec Steel Co Ltd,42.674192,86.280156,7.073240659849489e-13,7.073240659849489e-13
Guizhou Ganglian Industrial Group Co Ltd,1,1,1325.0,0.0,1,1,China,Asia Pacific,12.0,1,3047624310.877063,43134590411.06217,43134590411.06217,1.0,0.0,27.615146999999997,106.949926,Guizhou Ganglian Industrial Group Co Ltd,27.615147,106.949926,7.073240659849489e-13,7.073240659849489e-13
Interpipe Ltd,1,1,1320.0,0.0,1,1,Ukraine,Europe,14.0,0,,,,0.0,0.0,48.498914,35.096336,Interpipe Steel Plant,48.498914,35.096336,0.0,0.0
New Zealand Steel Ltd,1,1,1320.0,0.0,1,1,New Zealand,Asia Pacific,57.0,0,,,,0.0,0.5075757575757576,-37.206877999999996,174.728098,BlueScope New Zealand Steel Glenbrook,-37.206878,174.728098,7.073240659849489e-13,7.073240659849489e-13
AG Siderurgica Balboa SA,1,1,1300.0,0.0,1,1,Spain,Europe,34.0,0,,,,0.0,0.0,38.326405,-6.767326000000001,Grupo Gallardo Siderurgica Balboa Jerez de los Caballeros steel plant,38.326405,-6.767326,1.3872228074096034e-13,1.3872228074096034e-13
ArcelorMittal Duisburg GmbH,1,1,1300.0,1300.0,1,1,Germany,Europe,174.0,0,,,,0.0,1.0,51.462987000000005,6.744612000000002,ArcelorMittal Duisburg steel plant,51.462987,6.744612,7.263719354557994e-13,7.263719354557994e-13
Sulb Company BSCC,1,1,1300.0,0.0,1,1,Bahrain,Middle East,14.0,0,,,,0.0,0.0,26.198152000000004,50.67989300000001,Sulb Bahrain Al Hidd steel plant,26.198152,50.679893,7.265489217235537e-13,7.265489217235537e-13
Anyang Iron & Steel Co Ltd,1,1,1300.0,0.0,1,1,China,Asia Pacific,68.0,1,17037663839.757977,82619171295.84015,82619171295.84015,1.0,0.0,36.122129,114.283145,Anyang Iron and Steel Co Ltd,36.122129,114.283145,0.0,0.0
Iran Alloy Steel Co,1,1,1300.0,0.0,1,1,Iran,Middle East,27.0,0,,,,0.0,0.0,31.940106000000004,54.037614,Iran Alloy Steel Company Yazd plant,31.940106,54.037614,0.0,0.0
Siderurgica Sevillana SA,1,1,1300.0,0.0,1,1,Spain,Europe,72.0,0,,,,0.0,0.0,37.362968,-5.886865,Riva Siderurgica Sevillana steel plant,37.362968,-5.886865,0.0,0.0
Hengyang Valin Steel Tube Co Ltd,1,1,1300.0,0.0,1,1,China,Asia Pacific,68.0,1,8841440925.872505,48574104907.651276,48574104907.651276,1.0,0.0,26.865484000000002,112.576853,Hengyang Valin Steel Tube Co Ltd,26.865484,112.576853,7.073240659849489e-13,7.073240659849489e-13
Diler Demir Celik Endustri ve Ticaret AŞ,1,1,1300.0,0.0,1,1,Türkiye,Europe,42.0,0,,,,0.0,0.0,40.783161,29.533568,Diler Iron and Steel Dilovasi plant,40.783161,29.533568,0.0,0.0
Yesilyurt Demir Celik Endustri Ve Liman Isletmeleri AŞ,1,1,1300.0,0.0,1,1,Türkiye,Europe,29.0,0,,,,0.0,0.0,41.241199,36.44205500000001,Yesilyurt Iron and Steel Tekkekoy plant,41.241199,36.442055,5.318660209294588e-13,5.318660209294588e-13
Hoa Sen Group,1,1,1300.0,0.0,1,1,Vietnam,Asia Pacific,16.0,0,,,,0.0,0.0,10.595295000000002,107.044846,Hoa Sen Phu My steel plant,10.595295,107.044846,1.7683101649623721e-13,1.7683101649623721e-13
Ekinciler Demir ve Celik Sanayi AŞ,1,1,1250.0,0.0,1,1,Türkiye,Europe,37.0,0,,,,0.0,0.0,36.690115,36.205738999999994,Ekinciler Iron and Steel Iskenderun plant,36.690115,36.205739,5.671881294352152e-13,5.671881294352152e-13
Mass Iraq Iron and Steel Industry Co,1,1,1250.0,0.0,1,1,Iraq,Middle East,11.0,0,,,,0.0,0.0,35.660125,45.039062,Mass Iron and Steel Industry Co Sulaimaniya plant,35.660125,45.039062,0.0,0.0
Acciaierie di Verona SpA,1,1,1250.0,0.0,1,1,Italy,Europe,124.0,0,,,,0.0,0.0,45.42882000000001,11.000861,Pittini Acciaierie di Verona steel plant,45.42882,11.000861,7.073240659849489e-13,7.073240659849489e-13
MZ Balakovo JSC,1,1,1250.0,1500.0,1,1,Russia,Eurasia,13.0,0,,,,0.0,0.0,51.936009000000006,47.815909999999995,Balakovo Steel Plant,51.936009,47.81591,8.30954676781247e-13,8.30954676781247e-13
Corporacion Aceros Arequipa SA,1,1,1250.0,0.0,1,1,Peru,Central & South America,39.0,0,,,,0.0,0.0,-13.788622,-76.168173,Aceros Arequipa Pisco steel plant,-13.788622,-76.168173,0.0,0.0
Tubos de Acero de Mexico SA,1,1,1230.0,0.0,1,1,Mexico,North America,72.0,0,,,,0.0,0.0,19.182499000000004,-96.237284,Tenaris TAMSA Veracruz steel plant,19.182499,-96.237284,7.073240659849489e-13,7.073240659849489e-13
Celsa Huta Ostrowiec SP zoo,1,1,1220.0,0.0,1,1,Poland,Europe,213.0,0,,,,0.0,0.0,50.94730500000001,21.448763,Celsa Huta Ostrowiec steel plant,50.947305,21.448763,7.073240659849489e-13,7.073240659849489e-13
Feralpi Siderurgica SpA,1,1,1216.0,0.0,1,1,Italy,Europe,58.0,0,,,,0.0,0.0,45.46058200000001,10.456747999999997,Feralpi Siderurgica Lonato steel plant,45.460582,10.456748,7.181159978902551e-13,7.181159978902551e-13
Fujian Longgang New Materials Co Ltd,1,1,1210.0,0.0,1,1,China,Asia Pacific,,1,81212030.76822813,1035949679.3292079,1035949679.3292079,1.0,1.0,25.357407999999996,117.362096,Fujian Longgang New Materials Co Ltd,25.357408,117.362096,3.5366203299247443e-13,3.5366203299247443e-13
Charter Manufacturing Co Inc,2,2,1205.0,0.0,1,1,United States,North America,27.5,0,,,,0.0,0.0,42.4118114459934,-84.58533676688454,Charter Steel Cleveland plant,41.443147,-81.659911,295.10829838617536,264.88194943725216
