iso3,lat_bin,lon_bin,value,log10_value
CHN,32.75,89.75,71754.0,4.856
CHN,32.75,90.25,227154.0,5.356
CHN,32.75,90.75,607655.0,5.784
CHN,32.75,91.25,963075.0,5.984
CHN,32.75,91.75,332730.0,5.522
CHN,32.75,92.25,1295113.0,6.112
CHN,32.75,92.75,767659.0,5.885
CHN,32.75,93.25,1030026.0,6.013
CHN,32.75,93.75,360415.0,5.557
CHN,32.75,94.25,125276.0,5.098
CHN,32.75,94.75,2222289.0,6.347
CHN,32.75,95.25,12297596.0,7.09
CHN,32.75,95.75,7011814.0,6.846
CHN,32.75,96.25,6321677.0,6.801
CHN,32.75,96.75,52670428.0,7.722
CHN,32.75,97.25,58463784.0,7.767
CHN,32.75,97.75,5834517.0,6.766
CHN,32.75,98.25,10855864.0,7.036
CHN,32.75,98.75,5996804.0,6.778
CHN,32.75,99.25,3320104.0,6.521
CHN,32.75,99.75,4430383.0,6.646
CHN,32.75,100.25,3325955.0,6.522
CHN,32.75,100.75,10503543.0,7.021
CHN,32.75,101.25,2388487.0,6.378
CHN,32.75,101.75,99856694.0,7.999
CHN,32.75,102.25,6451084.0,6.81
CHN,32.75,102.75,19556011.0,7.291
CHN,32.75,103.25,3196842.0,6.505
CHN,32.75,103.75,71310284.0,7.853
CHN,32.75,104.25,9772045.0,6.99
CHN,32.75,104.75,85882101.0,7.934
CHN,32.75,105.25,118720397.0,8.075
CHN,32.75,105.75,328874975.0,8.517
CHN,32.75,106.25,200971062.0,8.303
CHN,32.75,106.75,404985958.0,8.607
CHN,32.75,107.25,149861281.0,8.176
CHN,32.75,107.75,689147380.0,8.838
CHN,32.75,108.25,273238018.0,8.437
CHN,32.75,108.75,2498529631.0,9.398
CHN,32.75,109.25,7871590121.0,9.896
CHN,32.75,109.75,121515753.0,8.085
CHN,32.75,110.25,482466137.0,8.683
CHN,32.75,110.75,25172579635.0,10.401
CHN,32.75,111.25,1895516863.0,9.278
CHN,32.75,111.75,3314833882.0,9.52
CHN,32.75,112.25,18472810504.0,10.267
CHN,32.75,112.75,31190805061.0,10.494
CHN,32.75,113.25,3567846436.0,9.552
CHN,32.75,113.75,2864657933.0,9.457
CHN,32.75,114.25,24039792986.0,10.381
CHN,32.75,114.75,5429724348.0,9.735
CHN,32.75,115.25,3283906533.0,9.516
CHN,32.75,115.75,48906352925.0,10.689
CHN,32.75,116.25,6814789508.0,9.833
CHN,32.75,116.75,42033451053.0,10.624
CHN,32.75,117.25,97168649737.0,10.988
CHN,32.75,117.75,6637045268.0,9.822
CHN,32.75,118.25,2483771125.0,9.395
CHN,32.75,118.75,4328214375.0,9.636
CHN,32.75,119.25,15946658902.0,10.203
CHN,32.75,119.75,22588182633.0,10.354
CHN,32.75,120.25,32985507881.0,10.518
CHN,32.75,120.75,3624187943.0,9.559
CHN,32.75,121.25,249249530.0,8.397
CHN,33.25,78.75,57291.0,4.758
CHN,33.25,79.25,197834.0,5.296
CHN,33.25,79.75,419674.0,5.623
CHN,33.25,80.25,297817.0,5.474
CHN,33.25,80.75,265484.0,5.424
CHN,33.25,81.25,167603.0,5.224
CHN,33.25,81.75,196720.0,5.294
CHN,33.25,82.25,11489.0,4.06
CHN,33.25,82.75,26623.0,4.425
CHN,33.25,83.25,354402.0,5.549
CHN,33.25,83.75,318576.0,5.503
CHN,33.25,84.25,453809.0,5.657
CHN,33.25,84.75,436845.0,5.64
CHN,33.25,85.25,17724.0,4.249
CHN,33.25,85.75,481901.0,5.683
CHN,33.25,86.25,44.0,1.643
CHN,33.25,86.75,160367.0,5.205
CHN,33.25,87.75,427226.0,5.631
CHN,33.25,88.25,199527.0,5.3
CHN,33.25,88.75,26696.0,4.426
CHN,33.25,89.25,15315.0,4.185
CHN,33.25,89.75,18565.0,4.269
CHN,33.25,90.25,63681.0,4.804
CHN,33.25,90.75,54252.0,4.734
CHN,33.25,91.25,267460.0,5.427
CHN,33.25,91.75,108930.0,5.037
CHN,33.25,92.25,37356.0,4.572
CHN,33.25,92.75,25766.0,4.411
CHN,33.25,93.25,183224.0,5.263
CHN,33.25,93.75,467087.0,5.669
CHN,33.25,94.25,454268.0,5.657
CHN,33.25,94.75,1476950.0,6.169
CHN,33.25,95.25,3691376.0,6.567
CHN,33.25,95.75,8794478.0,6.944
CHN,33.25,96.25,4345620.0,6.638
CHN,33.25,96.75,70639055.0,7.849
CHN,33.25,97.25,68748181.0,7.837
CHN,33.25,97.75,6806662.0,6.833
CHN,33.25,98.25,6792576.0,6.832
CHN,33.25,98.75,3045391.0,6.484
CHN,33.25,99.25,1677490.0,6.225
CHN,33.25,99.75,1910575.0,6.281
CHN,33.25,100.25,3777794.0,6.577
CHN,33.25,100.75,6408207.0,6.807
CHN,33.25,101.25,3783693.0,6.578
CHN,33.25,101.75,7826872.0,6.894
CHN,33.25,102.25,7081467.0,6.85
CHN,33.25,102.75,6359417.0,6.803
CHN,33.25,103.25,3468722.0,6.54
CHN,33.25,103.75,11772695.0,7.071
CHN,33.25,104.25,119984544.0,8.079
CHN,33.25,104.75,1331875595.0,9.124
CHN,33.25,105.25,178927607.0,8.253
CHN,33.25,105.75,99919111.0,8.0
CHN,33.25,106.25,263323731.0,8.42
CHN,33.25,106.75,7156973482.0,9.855
CHN,33.25,107.25,18647417739.0,10.271
CHN,33.25,107.75,1640625414.0,9.215
CHN,33.25,108.25,379858512.0,8.58
CHN,33.25,108.75,42062406.0,7.624
CHN,33.25,109.25,213676735.0,8.33
CHN,33.25,109.75,145414546.0,8.163
CHN,33.25,110.25,333531212.0,8.523
CHN,33.25,110.75,113341886.0,8.054
CHN,33.25,111.25,1891052016.0,9.277
CHN,33.25,111.75,2705796674.0,9.432
CHN,33.25,112.25,9608387928.0,9.983
CHN,33.25,112.75,24503010424.0,10.389
CHN,33.25,113.25,2797269900.0,9.447
CHN,33.25,113.75,9110095187.0,9.96
CHN,33.25,114.25,17450649298.0,10.242
CHN,33.25,114.75,5893582843.0,9.77
CHN,33.25,115.25,17122515016.0,10.234
CHN,33.25,115.75,9205004550.0,9.964
CHN,33.25,116.25,5198013701.0,9.716
CHN,33.25,116.75,7126909817.0,9.853
CHN,33.25,117.25,3294740339.0,9.518
CHN,33.25,117.75,3550210698.0,9.55
CHN,33.25,118.25,4636627241.0,9.666
CHN,33.25,118.75,5966226898.0,9.776
CHN,33.25,119.25,15212847557.0,10.182
CHN,33.25,119.75,14112660667.0,10.15
CHN,33.25,120.25,66956820808.0,10.826
CHN,33.25,120.75,1248557302.0,9.096
CHN,33.75,78.75,279573.0,5.446
CHN,33.75,79.25,687533.0,5.837
CHN,33.75,79.75,559914.0,5.748
CHN,33.75,80.25,328069.0,5.516
CHN,33.75,80.75,141634.0,5.151
CHN,33.75,81.25,384.0,2.584
CHN,33.75,83.25,7265.0,3.861
CHN,33.75,83.75,3334.0,3.523
CHN,33.75,84.25,265622.0,5.424
CHN,33.75,84.75,349.0,2.543
CHN,33.75,85.75,235467.0,5.372
CHN,33.75,86.25,395846.0,5.598
CHN,33.75,86.75,400885.0,5.603
CHN,33.75,89.75,2312.0,3.364
CHN,33.75,90.25,122659.0,5.089
CHN,33.75,90.75,3575.0,3.553
CHN,33.75,91.25,31186.0,4.494
CHN,33.75,91.75,88614.0,4.948
CHN,33.75,92.25,202681.0,5.307
CHN,33.75,92.75,119486.0,5.077
CHN,33.75,93.25,2643.0,3.422
CHN,33.75,93.75,344684.0,5.537
CHN,33.75,94.25,255244.0,5.407
CHN,33.75,94.75,462087.0,5.665
CHN,33.75,95.25,1791292.0,6.253
CHN,33.75,95.75,8627192.0,6.936
CHN,33.75,96.25,2234973.0,6.349
CHN,33.75,96.75,9208092.0,6.964
CHN,33.75,97.25,4789408.0,6.68
CHN,33.75,97.75,2080476.0,6.318
CHN,33.75,98.25,1032259.0,6.014
CHN,33.75,98.75,1015426.0,6.007
CHN,33.75,99.25,2760722.0,6.441
CHN,33.75,99.75,12263940.0,7.089
CHN,33.75,100.25,6359124.0,6.803
CHN,33.75,100.75,4636110.0,6.666
CHN,33.75,101.25,3490652.0,6.543
CHN,33.75,101.75,6348699.0,6.803
CHN,33.75,102.25,12881469.0,7.11
CHN,33.75,102.75,18756591.0,7.273
CHN,33.75,103.25,10851958.0,7.036
CHN,33.75,103.75,10868191.0,7.036
CHN,33.75,104.25,91890160.0,7.963
CHN,33.75,104.75,116722832.0,8.067
CHN,33.75,105.25,401587113.0,8.604
CHN,33.75,105.75,687624680.0,8.837
CHN,33.75,106.25,309790369.0,8.491
CHN,33.75,106.75,53625733.0,7.729
CHN,33.75,107.25,13649002.0,7.135
CHN,33.75,107.75,14284805.0,7.155
CHN,33.75,108.25,22687681.0,7.356
CHN,33.75,108.75,362136652.0,8.559
CHN,33.75,109.25,151643597.0,8.181
CHN,33.75,109.75,2094388601.0,9.321
CHN,33.75,110.25,1351646152.0,9.131
CHN,33.75,110.75,211430991.0,8.325
CHN,33.75,111.25,179553509.0,8.254
CHN,33.75,111.75,1391427783.0,9.143
CHN,33.75,112.25,197983199.0,8.297
CHN,33.75,112.75,5187208017.0,9.715
CHN,33.75,113.25,64871562858.0,10.812
CHN,33.75,113.75,22595817082.0,10.354
CHN,33.75,114.25,33624798828.0,10.527
CHN,33.75,114.75,33093005348.0,10.52
CHN,33.75,115.25,6567781552.0,9.817
CHN,33.75,115.75,21106871121.0,10.324
CHN,33.75,116.25,12283945171.0,10.089
CHN,33.75,116.75,76364931130.0,10.883
CHN,33.75,117.25,10497876230.0,10.021
CHN,33.75,117.75,11463840496.0,10.059
CHN,33.75,118.25,36273912942.0,10.56
CHN,33.75,118.75,20870393514.0,10.32
CHN,33.75,119.25,80077550921.0,10.904
CHN,33.75,119.75,13010000334.0,10.114
CHN,33.75,120.25,4333381748.0,9.637
CHN,33.75,120.75,1069454.0,6.029
CHN,34.25,78.75,131006.0,5.117
CHN,34.25,79.25,128200.0,5.108
CHN,34.25,79.75,68923.0,4.838
CHN,34.25,80.25,164946.0,5.217
CHN,34.25,80.75,127998.0,5.107
CHN,34.25,81.25,10485.0,4.021
CHN,34.25,86.75,1297.0,3.113
CHN,34.25,90.25,24.0,1.38
CHN,34.25,91.75,119.0,2.076
CHN,34.25,92.25,132700.0,5.123
CHN,34.25,92.75,417165.0,5.62
CHN,34.25,93.25,348677.0,5.542
CHN,34.25,93.75,135334.0,5.131
CHN,34.25,94.25,728476.0,5.862
CHN,34.25,94.75,990192.0,5.996
CHN,34.25,95.25,2285264.0,6.359
CHN,34.25,95.75,14162657.0,7.151
CHN,34.25,96.25,1391098.0,6.143
CHN,34.25,96.75,2694663.0,6.431
CHN,34.25,97.25,1502292.0,6.177
CHN,34.25,97.75,535663.0,5.729
CHN,34.25,98.25,216853.0,5.336
CHN,34.25,98.75,444207.0,5.648
CHN,34.25,99.25,1608568.0,6.206
CHN,34.25,99.75,3031027.0,6.482
CHN,34.25,100.25,11547867.0,7.063
CHN,34.25,100.75,6394932.0,6.806
CHN,34.25,101.25,3102941.0,6.492
CHN,34.25,101.75,6101416.0,6.785
CHN,34.25,102.25,10053442.0,7.002
CHN,34.25,102.75,10851906.0,7.036
CHN,34.25,103.25,28119098.0,7.449
CHN,34.25,103.75,87656904.0,7.943
CHN,34.25,104.25,466769152.0,8.669
CHN,34.25,104.75,58958076.0,7.771
CHN,34.25,105.25,673672984.0,8.828
CHN,34.25,105.75,339672577.0,8.531
CHN,34.25,106.25,26121167.0,7.417
CHN,34.25,106.75,53961111.0,7.732
CHN,34.25,107.25,40465791110.0,10.607
CHN,34.25,107.75,7757055209.0,9.89
CHN,34.25,108.25,19444479707.0,10.289
CHN,34.25,108.75,551064520801.0,11.741
CHN,34.25,109.25,122076895974.0,11.087
CHN,34.25,109.75,4062195565.0,9.609
CHN,34.25,110.25,574468362.0,8.759
CHN,34.25,110.75,739599796.0,8.869
CHN,34.25,111.25,735561523.0,8.867
CHN,34.25,111.75,1328180022.0,9.123
CHN,34.25,112.25,9659651159.0,9.985
CHN,34.25,112.75,11039317062.0,10.043
CHN,34.25,113.25,20583132470.0,10.314
CHN,34.25,113.75,73313240294.0,10.865
CHN,34.25,114.25,9380626220.0,9.972
CHN,34.25,114.75,4087397359.0,9.611
CHN,34.25,115.25,8653494042.0,9.937
CHN,34.25,115.75,40124091148.0,10.603
CHN,34.25,116.25,7044987790.0,9.848
CHN,34.25,116.75,10862212349.0,10.036
CHN,34.25,117.25,147929523207.0,11.17
CHN,34.25,117.75,14489209615.0,10.161
CHN,34.25,118.25,17503458100.0,10.243
CHN,34.25,118.75,17859141195.0,10.252
CHN,34.25,119.25,8696710261.0,9.939
CHN,34.25,119.75,9541399115.0,9.98
CHN,34.25,120.25,1083752612.0,9.035
CHN,34.75,78.25,77121.0,4.887
CHN,34.75,78.75,106512.0,5.027
CHN,34.75,79.25,181756.0,5.259
CHN,34.75,79.75,111877.0,5.049
CHN,34.75,80.25,226196.0,5.354
CHN,34.75,80.75,113658.0,5.056
CHN,34.75,81.25,10745.0,4.031
CHN,34.75,92.25,1286.0,3.109
CHN,34.75,92.75,330594.0,5.519
CHN,34.75,93.25,281289.0,5.449
CHN,34.75,93.75,221021.0,5.344
CHN,34.75,94.25,630510.0,5.8
CHN,34.75,94.75,764044.0,5.883
CHN,34.75,95.25,1485479.0,6.172
CHN,34.75,95.75,1164484.0,6.066
CHN,34.75,96.25,357259.0,5.553
CHN,34.75,96.75,265590.0,5.424
CHN,34.75,97.25,141592.0,5.151
CHN,34.75,97.75,144164.0,5.159
CHN,34.75,98.25,758302.0,5.88
CHN,34.75,98.75,951740.0,5.979
CHN,34.75,99.25,1470916.0,6.168
CHN,34.75,99.75,3813733.0,6.581
CHN,34.75,100.25,11700005.0,7.068
CHN,34.75,100.75,9242311.0,6.966
CHN,34.75,101.25,9025394.0,6.955
CHN,34.75,101.75,14437909.0,7.16
CHN,34.75,102.25,10680719.0,7.029
CHN,34.75,102.75,331613895.0,8.521
CHN,34.75,103.25,89459264.0,7.952
CHN,34.75,103.75,140268754.0,8.147
CHN,34.75,104.25,219931744.0,8.342
CHN,34.75,104.75,1846372320.0,9.266
CHN,34.75,105.25,1828772061.0,9.262
CHN,34.75,105.75,12461842414.0,10.096
CHN,34.75,106.25,530541116.0,8.725
CHN,34.75,106.75,642214247.0,8.808
CHN,34.75,107.25,2256617421.0,9.353
CHN,34.75,107.75,195604412.0,8.291
CHN,34.75,108.25,2252887014.0,9.353
CHN,34.75,108.75,19855358258.0,10.298
CHN,34.75,109.25,25669684542.0,10.409
CHN,34.75,109.75,11476661702.0,10.06
CHN,34.75,110.25,6647952262.0,9.823
CHN,34.75,110.75,8118135798.0,9.909
CHN,34.75,111.25,24046915984.0,10.381
CHN,34.75,111.75,6443941549.0,9.809
CHN,34.75,112.25,128626707448.0,11.109
CHN,34.75,112.75,45211139124.0,10.655
CHN,34.75,113.25,59509691748.0,10.775
CHN,34.75,113.75,536086596010.0,11.729
CHN,34.75,114.25,67096413864.0,10.827
CHN,34.75,114.75,9081093641.0,9.958
CHN,34.75,115.25,6500415108.0,9.813
CHN,34.75,115.75,12219651018.0,10.087
CHN,34.75,116.25,9831525424.0,9.993
CHN,34.75,116.75,25272443849.0,10.403
CHN,34.75,117.25,23135968328.0,10.364
CHN,34.75,117.75,23458142258.0,10.37
CHN,34.75,118.25,36978474748.0,10.568
CHN,34.75,118.75,12672971736.0,10.103
CHN,34.75,119.25,51179253453.0,10.709
CHN,34.75,119.75,279054444.0,8.446
CHN,35.25,77.75,15417.0,4.188
CHN,35.25,78.25,212429.0,5.327
CHN,35.25,78.75,137069.0,5.137
CHN,35.25,79.25,36352.0,4.561
CHN,35.25,79.75,330004.0,5.519
CHN,35.25,80.25,223119.0,5.349
CHN,35.25,92.75,64671.0,4.811
CHN,35.25,93.25,357714.0,5.554
CHN,35.25,93.75,157648.0,5.198
CHN,35.25,94.25,129343.0,5.112
CHN,35.25,94.75,111543.0,5.047
CHN,35.25,95.25,1598.0,3.204
CHN,35.25,95.75,468519.0,5.671
CHN,35.25,96.25,586032.0,5.768
CHN,35.25,96.75,1760783.0,6.246
CHN,35.25,97.25,421158.0,5.624
CHN,35.25,97.75,134557.0,5.129
CHN,35.25,98.25,1055483.0,6.023
CHN,35.25,98.75,1612234.0,6.207
CHN,35.25,99.25,2345363.0,6.37
CHN,35.25,99.75,6878240.0,6.837
CHN,35.25,100.25,17547019.0,7.244
CHN,35.25,100.75,35947766.0,7.556
CHN,35.25,101.25,18535896.0,7.268
CHN,35.25,101.75,21118822.0,7.325
CHN,35.25,102.25,66256254.0,7.821
CHN,35.25,102.75,235757118.0,8.372
CHN,35.25,103.25,456999633.0,8.66
CHN,35.25,103.75,2375508695.0,9.376
CHN,35.25,104.25,269410094.0,8.43
CHN,35.25,104.75,901597686.0,8.955
CHN,35.25,105.25,233603245.0,8.368
CHN,35.25,105.75,320890559.0,8.506
CHN,35.25,106.25,428666921.0,8.632
CHN,35.25,106.75,956508903.0,8.981
CHN,35.25,107.25,589527359.0,8.771
CHN,35.25,107.75,1508081179.0,9.178
CHN,35.25,108.25,2069680785.0,9.316
CHN,35.25,108.75,280317326.0,8.448
CHN,35.25,109.25,3566525792.0,9.552
CHN,35.25,109.75,2754295993.0,9.44
CHN,35.25,110.25,5545177746.0,9.744
CHN,35.25,110.75,15819682235.0,10.199
CHN,35.25,111.25,13301029878.0,10.124
CHN,35.25,111.75,701395772.0,8.846
CHN,35.25,112.25,1885122964.0,9.275
CHN,35.25,112.75,30761812980.0,10.488
CHN,35.25,113.25,66473013026.0,10.823
CHN,35.25,113.75,98677719682.0,10.994
CHN,35.25,114.25,9327779703.0,9.97
CHN,35.25,114.75,12719750568.0,10.104
CHN,35.25,115.25,32382147800.0,10.51
CHN,35.25,115.75,14812484759.0,10.171
CHN,35.25,116.25,19107690140.0,10.281
CHN,35.25,116.75,81723193965.0,10.912
CHN,35.25,117.25,26435189493.0,10.422
CHN,35.25,117.75,6770476328.0,9.831
CHN,35.25,118.25,116264805491.0,11.065
CHN,35.25,118.75,8141480720.0,9.911
CHN,35.25,119.25,23884472663.0,10.378
CHN,35.25,119.75,12847637505.0,10.109
CHN,35.75,76.25,294015.0,5.468
CHN,35.75,76.75,585203.0,5.767
CHN,35.75,77.25,181734.0,5.259
CHN,35.75,77.75,73967.0,4.869
CHN,35.75,78.25,4268.0,3.63
CHN,35.75,78.75,44158.0,4.645
CHN,35.75,79.25,234986.0,5.371
CHN,35.75,79.75,215953.0,5.334
CHN,35.75,80.25,16814.0,4.226
CHN,35.75,80.75,91784.0,4.963
CHN,35.75,81.25,885433.0,5.947
CHN,35.75,81.75,1033625.0,6.014
CHN,35.75,82.25,501431.0,5.7
CHN,35.75,93.25,2714.0,3.434
CHN,35.75,93.75,596941.0,5.776
CHN,35.75,94.25,6341387.0,6.802
CHN,35.75,94.75,918808.0,5.963
CHN,35.75,95.25,199620.0,5.3
CHN,35.75,95.75,149426.0,5.174
CHN,35.75,96.25,1219364.0,6.086
CHN,35.75,96.75,693494.0,5.841
CHN,35.75,97.25,362386.0,5.559
CHN,35.75,97.75,7817713.0,6.893
CHN,35.75,98.25,1988606.0,6.299
CHN,35.75,98.75,700262.0,5.845
CHN,35.75,99.25,1026091.0,6.011
CHN,35.75,99.75,11914354.0,7.076
CHN,35.75,100.25,19594485.0,7.292
CHN,35.75,100.75,13810761.0,7.14
CHN,35.75,101.25,26859073.0,7.429
CHN,35.75,101.75,69170663.0,7.84
CHN,35.75,102.25,359531316.0,8.556
CHN,35.75,102.75,444633006.0,8.648
CHN,35.75,103.25,8367267176.0,9.923
CHN,35.75,103.75,2462947903.0,9.391
CHN,35.75,104.25,1919036861.0,9.283
CHN,35.75,104.75,2711752159.0,9.433
CHN,35.75,105.25,427712167.0,8.631
CHN,35.75,105.75,703595204.0,8.847
CHN,35.75,106.25,1257824984.0,9.1
CHN,35.75,106.75,7801513018.0,9.892
CHN,35.75,107.25,224585889.0,8.351
CHN,35.75,107.75,7193794464.0,9.857
CHN,35.75,108.25,683187820.0,8.835
CHN,35.75,108.75,16751695.0,7.224
CHN,35.75,109.25,1702788137.0,9.231
CHN,35.75,109.75,67086166.0,7.827
CHN,35.75,110.25,1299007766.0,9.114
CHN,35.75,110.75,11472791576.0,10.06
CHN,35.75,111.25,13165424189.0,10.119
CHN,35.75,111.75,2438742544.0,9.387
CHN,35.75,112.25,1109515150.0,9.045
CHN,35.75,112.75,19683071231.0,10.294
CHN,35.75,113.25,1315596402.0,9.119
CHN,35.75,113.75,1330514753.0,9.124
CHN,35.75,114.25,31298977420.0,10.496
CHN,35.75,114.75,26020221466.0,10.415
CHN,35.75,115.25,40588284046.0,10.608
CHN,35.75,115.75,8796293350.0,9.944
CHN,35.75,116.25,12714537009.0,10.104
CHN,35.75,116.75,29038916051.0,10.463
CHN,35.75,117.25,6808169678.0,9.833
CHN,35.75,117.75,15335702319.0,10.186
CHN,35.75,118.25,4261604348.0,9.63
CHN,35.75,118.75,15416934730.0,10.188
CHN,35.75,119.25,8511839097.0,9.93
CHN,35.75,119.75,13508778108.0,10.131
CHN,35.75,120.25,37282984176.0,10.572
CHN,36.25,75.75,169787.0,5.23
CHN,36.25,76.25,587201.0,5.769
CHN,36.25,76.75,493190.0,5.693
CHN,36.25,77.25,200462.0,5.302
CHN,36.25,77.75,369811.0,5.568
CHN,36.25,78.25,660120.0,5.82
CHN,36.25,78.75,1337386.0,6.126
CHN,36.25,79.25,1021510.0,6.009
CHN,36.25,79.75,409148.0,5.612
CHN,36.25,80.25,2275365.0,6.357
CHN,36.25,80.75,7832417.0,6.894
CHN,36.25,81.25,7959438.0,6.901
CHN,36.25,81.75,6643405.0,6.822
CHN,36.25,82.25,1467467.0,6.167
CHN,36.25,82.75,190158.0,5.279
CHN,36.25,83.25,31383.0,4.497
CHN,36.25,83.75,330.0,2.519
CHN,36.25,91.25,1.0,0.0
CHN,36.25,91.75,3913.0,3.593
CHN,36.25,92.25,44575.0,4.649
CHN,36.25,92.75,60172.0,4.779
CHN,36.25,93.75,1096.0,3.04
CHN,36.25,94.25,5439757.0,6.736
CHN,36.25,94.75,3954305793.0,9.597
CHN,36.25,95.25,20773371.0,7.318
CHN,36.25,95.75,135534.0,5.132
CHN,36.25,96.25,1428992.0,6.155
CHN,36.25,96.75,1067710.0,6.028
CHN,36.25,97.25,1795424.0,6.254
CHN,36.25,97.75,25894934.0,7.413
CHN,36.25,98.25,19847308.0,7.298
CHN,36.25,98.75,1183716.0,6.073
CHN,36.25,99.25,1480139.0,6.17
CHN,36.25,99.75,4532436.0,6.656
CHN,36.25,100.25,9027015.0,6.956
CHN,36.25,100.75,84218192.0,7.925
CHN,36.25,101.25,309159807.0,8.49
CHN,36.25,101.75,615905690.0,8.79
CHN,36.25,102.25,1776645195.0,9.25
CHN,36.25,102.75,2547207319.0,9.406
CHN,36.25,103.25,1678607996.0,9.225
CHN,36.25,103.75,156140625403.0,11.194
CHN,36.25,104.25,432415360.0,8.636
CHN,36.25,104.75,79669380.0,7.901
CHN,36.25,105.25,64521970.0,7.81
CHN,36.25,105.75,96243869.0,7.983
CHN,36.25,106.25,3299967685.0,9.519
CHN,36.25,106.75,42530107.0,7.629
CHN,36.25,107.25,69192342.0,7.84
CHN,36.25,107.75,500948162.0,8.7
CHN,36.25,108.25,127281618.0,8.105
CHN,36.25,108.75,11263868.0,7.052
CHN,36.25,109.25,460711069.0,8.663
CHN,36.25,109.75,184123018.0,8.265
CHN,36.25,110.25,139646342.0,8.145
CHN,36.25,110.75,302891743.0,8.481
CHN,36.25,111.25,10725596876.0,10.03
CHN,36.25,111.75,31870151376.0,10.503
CHN,36.25,112.25,136823003.0,8.136
CHN,36.25,112.75,6848936751.0,9.836
CHN,36.25,113.25,53812817889.0,10.731
CHN,36.25,113.75,6322947527.0,9.801
CHN,36.25,114.25,93085641957.0,10.969
CHN,36.25,114.75,13331645807.0,10.125
CHN,36.25,115.25,10002726271.0,10.0
CHN,36.25,115.75,39675294126.0,10.599
CHN,36.25,116.25,20722007883.0,10.316
CHN,36.25,116.75,8621374942.0,9.936
CHN,36.25,117.25,40068207338.0,10.603
CHN,36.25,117.75,28487670491.0,10.455
CHN,36.25,118.25,4742449500.0,9.676
CHN,36.25,118.75,3357161841.0,9.526
CHN,36.25,119.25,16263202634.0,10.211
CHN,36.25,119.75,23447710732.0,10.37
CHN,36.25,120.25,283568939503.0,11.453
CHN,36.25,120.75,11943034345.0,10.077
CHN,36.75,74.75,46269.0,4.665
CHN,36.75,75.25,282469.0,5.451
CHN,36.75,75.75,610455.0,5.786
CHN,36.75,76.25,740385.0,5.869
CHN,36.75,76.75,491508.0,5.692
CHN,36.75,77.25,724805.0,5.86
CHN,36.75,77.75,176528.0,5.247
CHN,36.75,78.25,308078.0,5.489
CHN,36.75,78.75,3588993.0,6.555
CHN,36.75,79.25,14169902.0,7.151
CHN,36.75,79.75,41997883.0,7.623
CHN,36.75,80.25,19249151.0,7.284
CHN,36.75,80.75,34933156.0,7.543
CHN,36.75,81.25,27600314.0,7.441
CHN,36.75,81.75,426275230.0,8.63
CHN,36.75,82.25,6513173.0,6.814
CHN,36.75,82.75,8163365.0,6.912
CHN,36.75,83.25,751730.0,5.876
CHN,36.75,83.75,698153.0,5.844
CHN,36.75,84.25,420572.0,5.624
CHN,36.75,84.75,135684.0,5.133
CHN,36.75,85.25,27227.0,4.435
CHN,36.75,85.75,126.0,2.1
CHN,36.75,91.25,75520.0,4.878
CHN,36.75,91.75,337852.0,5.529
CHN,36.75,92.25,399694.0,5.602
CHN,36.75,92.75,261178.0,5.417
CHN,36.75,93.25,286364.0,5.457
CHN,36.75,93.75,392743.0,5.594
CHN,36.75,94.25,3393913.0,6.531
CHN,36.75,94.75,8346531.0,6.922
CHN,36.75,95.25,42440719.0,7.628
CHN,36.75,95.75,767241.0,5.885
CHN,36.75,96.25,162138.0,5.21
CHN,36.75,96.75,171212.0,5.234
CHN,36.75,97.25,797815.0,5.902
CHN,36.75,97.75,2383348.0,6.377
CHN,36.75,98.25,13756269.0,7.139
CHN,36.75,98.75,8066021.0,6.907
CHN,36.75,99.25,4640663.0,6.667
CHN,36.75,99.75,3459593.0,6.539
CHN,36.75,100.25,3469986.0,6.54
CHN,36.75,100.75,31553680.0,7.499
CHN,36.75,101.25,1125286307.0,9.051
CHN,36.75,101.75,80734518021.0,10.907
CHN,36.75,102.25,860249903.0,8.935
CHN,36.75,102.75,150697563.0,8.178
CHN,36.75,103.25,566733919.0,8.753
CHN,36.75,103.75,800716189.0,8.903
CHN,36.75,104.25,6866603627.0,9.837
CHN,36.75,104.75,1378141786.0,9.139
CHN,36.75,105.25,63536733.0,7.803
CHN,36.75,105.75,1033851555.0,9.014
CHN,36.75,106.25,84638694.0,7.928
CHN,36.75,106.75,17469146.0,7.242
CHN,36.75,107.25,322373119.0,8.508
CHN,36.75,107.75,108315710.0,8.035
CHN,36.75,108.25,1190336917.0,9.076
CHN,36.75,108.75,1484939812.0,9.172
CHN,36.75,109.25,6225331991.0,9.794
CHN,36.75,109.75,5605729862.0,9.749
CHN,36.75,110.25,479417202.0,8.681
CHN,36.75,110.75,209279545.0,8.321
CHN,36.75,111.25,427356491.0,8.631
CHN,36.75,111.75,8284143221.0,9.918
CHN,36.75,112.25,192690937.0,8.285
CHN,36.75,112.75,1200713532.0,9.079
CHN,36.75,113.25,2325489717.0,9.367
CHN,36.75,113.75,5241594815.0,9.719
CHN,36.75,114.25,92979754792.0,10.968
CHN,36.75,114.75,58775724572.0,10.769
CHN,36.75,115.25,7574158955.0,9.879
CHN,36.75,115.75,16380685767.0,10.214
CHN,36.75,116.25,12930106767.0,10.112
CHN,36.75,116.75,156614995678.0,11.195
